ActionType,ActionDate,AssistanceType,RecordType,FAIN,AwardModificationAmendmentNumber,URI,CorrectionDeleteIndicator,SAI_Number,AwardeeOrRecipientLegalEntityName,AwardeeOrRecipientUniqueIdentifier,LegalEntityAddressLine1,LegalEntityAddressLine2,LegalEntityZIP5,LegalEntityZIPLast4,LegalEntityCongressionalDistrict,LegalEntityCountryCode,LegalEntityForeignCityName,LegalEntityForeignProvinceName,LegalEntityForeignPostalCode,BusinessTypes,FundingSubTierAgencyCode,FundingOfficeCode,AwardingSubTierAgencyCode,AwardingOfficeCode,CFDA_Number,PrimaryPlaceOfPerformanceCode,PrimaryPlaceOfPerformanceCountryCode,PrimaryPlaceOfPerformanceZIP+4,PrimaryPlaceOfPerformanceForeignLocationDescription,PrimaryPlaceOfPerformanceCongressionalDistrict,AwardDescription,PeriodOfPerformanceStartDate,PeriodOfPerformanceCurrentEndDate,FederalActionObligation,NonFederalFundingAmount,FaceValueLoanGuarantee,OriginalLoanSubsidyCost,BusinessFundsIndicator
,20190228,10,1,  ,,6402820190202231,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**093,USA,,,90,CH33,,,0000698381,,,,NON
,20190228,10,1,  ,,6402820190202232,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SD**093,USA,,,00,CH33,,,0000212266,,,,NON
,20190228,10,1,  ,,6402820190202233,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**275,USA,,,13,CH33,,,0000003275,,,,NON
,20190228,10,1,  ,,6402820190202234,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**285,USA,,,03,CH33,,,0000133272,,,,NON
,20190228,10,1,  ,,6402820190202235,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AK**290,USA,,,00,CH33,,,0000009906,,,,NON
,20190228,10,1,  ,,6402820190202236,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**295,USA,,,14,CH33,,,0000116113,,,,NON
,20190228,10,1,  ,,6402820190202237,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**307,USA,,,11,CH33,,,0000005082,,,,NON
,20190228,10,1,  ,,6402820190202238,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**317,USA,,,11,CH33,,,0000007503,,,,NON
,20190228,10,1,  ,,6402820190202239,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**319,USA,,,08,CH33,,,0000041212,,,,NON
,20190228,10,1,  ,,6402820190202240,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**323,USA,,,23,CH33,,,0000033307,,,,NON
,20190228,10,1,  ,,6402820190202241,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**333,USA,,,11,CH33,,,0000019746,,,,NON
,20190228,10,1,  ,,6402820190202242,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**337,USA,,,13,CH33,,,0000043062,,,,NON
,20190228,10,1,  ,,6402820190202243,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**343,USA,,,04,CH33,,,0000014100,,,,NON
,20190228,10,1,  ,,6402820190202244,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WA**007,USA,,,08,CH33,,,0000103219,,,,NON
,20190228,10,1,  ,,6402820190202245,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**029,USA,,,02,CH33,,,0000014678,,,,NON
,20190228,10,1,  ,,6402820190202246,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**029,USA,,,07,CH33,,,0000007346,,,,NON
,20190228,10,1,  ,,6402820190202247,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NJ**029,USA,,,90,CH33,,,0001152579,,,,NON
,20190228,10,1,  ,,6402820190202248,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**029,USA,,,05,CH33,,,0000023248,,,,NON
,20190228,10,1,  ,,6402820190202249,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**031,USA,,,01,CH33,,,0000174627,,,,NON
,20190228,10,1,  ,,6402820190202250,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**031,USA,,,02,CH33,,,0000008407,,,,NON
,20190228,10,1,  ,,6402820190202251,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NE**095,USA,,,03,CH33,,,0000000688,,,,NON
,20190228,10,1,  ,,6402820190202252,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**095,USA,,,90,CH33,,,0001684391,,,,NON
,20190228,10,1,  ,,6402820190202253,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**097,USA,,,01,CH33,,,0001288091,,,,NON
,20190228,10,1,  ,,6402820190202254,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**097,USA,,,90,CH33,,,0000023679,,,,NON
,20190228,10,1,  ,,6402820190202255,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NY**097,USA,,,23,CH33,,,0000029536,,,,NON
,20190228,10,1,  ,,6402820190202256,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**097,USA,,,15,CH33,,,0000088839,,,,NON
,20190228,10,1,  ,,6402820190202257,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**097,USA,,,01,CH33,,,0000025634,,,,NON
,20190228,10,1,  ,,6402820190202258,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**099,USA,,,04,CH33,,,0000041010,,,,NON
,20190228,10,1,  ,,6402820190202259,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CO**099,USA,,,04,CH33,,,0000021564,,,,NON
,20190228,10,1,  ,,6402820190202260,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**099,USA,,,90,CH33,,,0003347183,,,,NON
,20190228,10,1,  ,,6402820190202261,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**099,USA,,,01,CH33,,,0000052587,,,,NON
,20190228,10,1,  ,,6402820190202262,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MT**099,USA,,,00,CH33,,,0000006505,,,,NON
,20190228,10,1,  ,,6402820190202263,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**357,USA,,,13,CH33,,,0000009492,,,,NON
,20190228,10,1,  ,,6402820190202264,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**367,USA,,,12,CH33,,,0000619750,,,,NON
,20190228,10,1,  ,,6402820190202265,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**379,USA,,,04,CH33,,,0000022969,,,,NON
,20190228,10,1,  ,,6402820190202266,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**409,USA,,,90,CH33,,,0000270095,,,,NON
,20190228,10,1,  ,,6402820190202267,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**411,USA,,,11,CH33,,,0000001858,,,,NON
,20190228,10,1,  ,,6402820190202268,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**415,USA,,,19,CH33,,,0000012328,,,,NON
,20190228,10,1,  ,,6402820190202269,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**441,USA,,,19,CH33,,,0001004103,,,,NON
,20190228,10,1,  ,,6402820190202270,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**451,USA,,,11,CH33,,,0000738343,,,,NON
,20190228,10,1,  ,,6402820190202271,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**467,USA,,,05,CH33,,,0000117270,,,,NON
,20190228,10,1,  ,,6402820190202272,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**477,USA,,,10,CH33,,,0000077784,,,,NON
,20190228,10,1,  ,,6402820190202273,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**479,USA,,,28,CH33,,,0000231839,,,,NON
,20190228,10,1,  ,,6402820190202274,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**031,USA,,,90,CH33,,,0000104500,,,,NON
,20190228,10,1,  ,,6402820190202275,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,ND**031,USA,,,00,CH33,,,0000003423,,,,NON
,20190228,10,1,  ,,6402820190202276,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**033,USA,,,90,CH33,,,0000170702,,,,NON
,20190228,10,1,  ,,6402820190202277,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,LA**033,USA,,,90,CH33,,,0001370614,,,,NON
,20190228,10,1,  ,,6402820190202278,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**033,USA,,,01,CH33,,,0000370802,,,,NON
,20190228,10,1,  ,,6402820190202279,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**033,USA,,,03,CH33,,,0000001015,,,,NON
,20190228,10,1,  ,,6402820190202280,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**035,USA,,,06,CH33,,,0000498399,,,,NON
,20190228,10,1,  ,,6402820190202281,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**035,USA,,,10,CH33,,,0000050878,,,,NON
,20190228,10,1,  ,,6402820190202282,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**035,USA,,,01,CH33,,,0000062985,,,,NON
,20190228,10,1,  ,,6402820190202283,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SD**099,USA,,,00,CH33,,,0000558154,,,,NON
,20190228,10,1,  ,,6402820190202284,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**099,USA,,,25,CH33,,,0001377583,,,,NON
,20190228,10,1,  ,,6402820190202285,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**099,USA,,,07,CH33,,,0000009715,,,,NON
,20190228,10,1,  ,,6402820190202286,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**099,USA,,,98,CH33,,,0000032344,,,,NON
,20190228,10,1,  ,,6402820190202287,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CO**101,USA,,,03,CH33,,,0000837827,,,,NON
,20190228,10,1,  ,,6402820190202288,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**101,USA,,,12,CH33,,,0002300984,,,,NON
,20190228,10,1,  ,,6402820190202289,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**101,USA,,,08,CH33,,,0000020264,,,,NON
,20190228,10,1,  ,,6402820190202290,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MS**101,USA,,,03,CH33,,,0000036482,,,,NON
,20190228,10,1,  ,,6402820190202291,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MT**101,USA,,,00,CH33,,,0000006922,,,,NON
,20190228,10,1,  ,,6402820190202292,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OK**101,USA,,,02,CH33,,,0000131295,,,,NON
,20190228,10,1,  ,,6402820190202293,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**101,USA,,,01,CH33,,,0000050124,,,,NON
,20190228,10,1,  ,,6402820190202294,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**103,USA,,,04,CH33,,,0000037114,,,,NON
,20190228,10,1,  ,,6402820190202295,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**495,USA,,,23,CH33,,,0000013262,,,,NON
,20190228,10,1,  ,,6402820190202296,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,TX**501,USA,,,19,CH33,,,0000003413,,,,NON
,20190228,10,1,  ,,6402820190202297,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NV**510,USA,,,02,CH33,,,0000144784,,,,NON
,20190228,10,1,  ,,6402820190202298,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**520,USA,,,09,CH33,,,0000008306,,,,NON
,20190228,10,1,  ,,6402820190202299,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**620,USA,,,03,CH33,,,0000062945,,,,NON
,20190228,10,1,  ,,6402820190202300,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**710,USA,,,90,CH33,,,0005715468,,,,NON
,20190228,10,1,  ,,6402820190202301,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**720,USA,,,09,CH33,,,0000008250,,,,NON
,20190228,10,1,  ,,6402820190202302,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**735,USA,,,02,CH33,,,0000168869,,,,NON
,20190228,10,1,  ,,6402820190202303,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**840,USA,,,10,CH33,,,0000083314,,,,NON
,20190228,10,1,  ,,6402820190202306,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NJ**035,USA,,,90,CH33,,,0000449557,,,,NON
,20190228,10,1,  ,,6402820190202307,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**035,USA,,,02,CH33,,,0000360997,,,,NON
,20190228,10,1,  ,,6402820190202308,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,UT**035,USA,,,90,CH33,,,0002378940,,,,NON
,20190228,10,1,  ,,6402820190202309,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**037,USA,,,08,CH33,,,0000064466,,,,NON
,20190228,10,1,  ,,6402820190202310,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**037,USA,,,11,CH33,,,0000194218,,,,NON
,20190228,10,1,  ,,6402820190202311,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**037,USA,,,02,CH33,,,0000225159,,,,NON
,20190228,10,1,  ,,6402820190202312,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WY**037,USA,,,00,CH33,,,0000066802,,,,NON
,20190228,10,1,  ,,6402820190202313,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**105,USA,,,07,CH33,,,0000002312,,,,NON
,20190228,10,1,  ,,6402820190202314,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**105,USA,,,02,CH33,,,0000014879,,,,NON
,20190228,10,1,  ,,6402820190202315,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IN**105,USA,,,09,CH33,,,0000647236,,,,NON
,20190228,10,1,  ,,6402820190202316,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OK**105,USA,,,02,CH33,,,0000009805,,,,NON
,20190228,10,1,  ,,6402820190202317,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**107,USA,,,03,CH33,,,0000133373,,,,NON
,20190228,10,1,  ,,6402820190202318,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CA**109,USA,,,04,CH33,,,0000104180,,,,NON
,20190228,10,1,  ,,6402820190202319,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,FL**109,USA,,,90,CH33,,,0001304891,,,,NON
,20190228,10,1,  ,,6402820190202330,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KS**039,USA,,,01,CH33,,,0000001697,,,,NON
,20190228,10,1,  ,,6402820190202331,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,LA**039,USA,,,04,CH33,,,0000023614,,,,NON
,20190228,10,1,  ,,6402820190202332,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NJ**039,USA,,,90,CH33,,,0001161315,,,,NON
,20190228,10,1,  ,,6402820190202333,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**039,USA,,,05,CH33,,,0000091052,,,,NON
,20190228,10,1,  ,,6402820190202334,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OK**039,USA,,,03,CH33,,,0000068085,,,,NON
,20190228,10,1,  ,,6402820190202335,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**041,USA,,,02,CH33,,,0000018479,,,,NON
,20190228,10,1,  ,,6402820190202336,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**041,USA,,,90,CH33,,,0000087437,,,,NON
,20190228,10,1,  ,,6402820190202337,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**041,USA,,,02,CH33,,,0000028876,,,,NON
,20190228,10,1,  ,,6402820190202338,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WI**041,USA,,,07,CH33,,,0000006195,,,,NON
,20190228,10,1,  ,,6402820190202339,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**043,USA,,,04,CH33,,,0000127294,,,,NON
,20190228,10,1,  ,,6402820190202340,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**109,USA,,,10,CH33,,,0000168375,,,,NON
,20190228,10,1,  ,,6402820190202341,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OH**109,USA,,,08,CH33,,,0000278152,,,,NON
,20190228,10,1,  ,,6402820190202342,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**109,USA,,,07,CH33,,,0000082477,,,,NON
,20190228,10,1,  ,,6402820190202343,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**109,USA,,,98,CH33,,,0000029656,,,,NON
,20190228,10,1,  ,,6402820190202344,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NC**111,USA,,,11,CH33,,,0000061910,,,,NON
,20190228,10,1,  ,,6402820190202345,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MO**113,USA,,,03,CH33,,,0000150462,,,,NON
,20190228,10,1,  ,,6402820190202346,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**113,USA,,,10,CH33,,,0000003013,,,,NON
,20190228,10,1,  ,,6402820190202347,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CO**115,USA,,,04,CH33,,,0000001184,,,,NON
,20190228,10,1,  ,,6402820190202348,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MI**001,USA,,,01,CH33,,,0000020265,,,,NON
,20190228,10,1,  ,,6402820190202349,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,OR**005,USA,,,90,CH33,,,0001359150,,,,NON
,20190228,10,1,  ,,6402820190202350,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**005,USA,,,01,CH33,,,0000012422,,,,NON
,20190228,10,1,  ,,6402820190202351,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,RI**005,USA,,,01,CH33,,,0000700662,,,,NON
,20190228,10,1,  ,,6402820190202352,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,WV**005,USA,,,03,CH33,,,0000023613,,,,NON
,20190228,10,1,  ,,6402820190202353,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VT**003,USA,,,00,CH33,,,0000071107,,,,NON
,20190228,10,1,  ,,6402820190202354,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AL**003,USA,,,01,CH33,,,0000652844,,,,NON
,20190228,10,1,  ,,6402820190202355,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**003,USA,,,12,CH33,,,0000004518,,,,NON
,20190228,10,1,  ,,6402820190202356,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,SC**001,USA,,,03,CH33,,,0000047893,,,,NON
,20190228,10,1,  ,,6402820190202357,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**001,USA,,,02,CH33,,,0000082460,,,,NON
,20190228,10,1,  ,,6402820190202358,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NM**003,USA,,,02,CH33,,,0000004701,,,,NON
,20190228,10,1,  ,,6402820190202359,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**007,USA,,,01,CH33,,,0000005114,,,,NON
,20190228,10,1,  ,,6402820190202360,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VT**007,USA,,,00,CH33,,,0000473163,,,,NON
,20190228,10,1,  ,,6402820190202361,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IL**043,USA,,,90,CH33,,,0001538939,,,,NON
,20190228,10,1,  ,,6402820190202362,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**043,USA,,,05,CH33,,,0000014280,,,,NON
,20190228,10,1,  ,,6402820190202363,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,MN**043,USA,,,01,CH33,,,0000013998,,,,NON
,20190228,10,1,  ,,6402820190202364,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,NE**043,USA,,,03,CH33,,,0000043413,,,,NON
,20190228,10,1,  ,,6402820190202365,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PA**043,USA,,,90,CH33,,,0000702872,,,,NON
,20190228,10,1,  ,,6402820190202366,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,VA**043,USA,,,10,CH33,,,0000074153,,,,NON
,20190228,10,1,  ,,6402820190202367,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,PR**043,USA,,,98,CH33,,,0000056487,,,,NON
,20190228,10,1,  ,,6402820190202368,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,AR**045,USA,,,02,CH33,,,0000495613,,,,NON
,20190228,10,1,  ,,6402820190202369,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,CO**045,USA,,,03,CH33,,,0000041826,,,,NON
,20190228,10,1,  ,,6402820190202370,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,GA**045,USA,,,03,CH33,,,0000364716,,,,NON
,20190228,10,1,  ,,6402820190202371,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,IA**045,USA,,,02,CH33,,,0000032025,,,,NON
,20190228,10,1,  ,,6402820190202372,,   ,MULTIPLE RECIPIENTS,,,,,,   ,USA,,,,P,3640,36B028,3640,36B028,64.028,KY**045,USA,,,01,CH33,,,0000002544,,,,NON
