Scholarship Name,University,Scholarship Value,Deadline,Location,Bachelor,Phd,Master,Description,Link,Programs,Rank,class
Scholarships at Church Divinity School  of the Pacific,,,,MDiv,1.0,0.0,1.0,Thanks to generations of generous benefactors a wide variety of scholarships are available. Prospective students do not apply for these scholarships: Awards are made by a campus committee based on a student’s financial need and the donor’s requirements.CDSP Scholarships and GrantsPresidential Scholarship: This competitive scholarship will be awarded to one entering residential MDiv student. The student will need to be 35 or under and have demonstrated exceptional leadership prior to entering seminary. The Presidential Scholarship includes full tuition room and board meal plan and books. No special application is required.Excellence in Ministry: Each year two Excellence in Ministry scholarships are awarded to incoming residential MDiv students based on merit. The scholarship includes full tuition and a $1000 stipend per year.Diversity Scholarships: Each year several full-tuition scholarships are available for racial and ethnic minority students.International Students: International student applicants meeting requirements for admission are eligible for full tuition grants. Depending on the number of international applicants room and board may be covered as well. International student scholarships are renewable with full time status and satisfactory academic progress.Bishop's Scholarships: CDSP awards up to 10 full tuition scholarships each year to residential Master of Divinity students who are nominated by their Bishop. This scholarship will provide an opportunity to the diocese to nominate individuals who have demonstrated exceptional leadership for the future church. We encourage persons of color and those of indigenous backgrounds to apply. To further explore the possibility of becoming a bishop's scholarship recipient please contact the Rev. Andrew Hybl at 510-204-0715.Joint Degree Program MDiv/MA: Scholarships are available for residential MDiv students who are admitted to the joint degree program with the Graduate Theological Union. The MDiv/MA program can be completed in 4 years instead of 5.Special interest scholarships:  Additional scholarships are available for federal chaplaincy music Women in Ministry leadership and many more.Need-based aid: CDSP awards need-based financial aid to students in degree and certificate programs. Eligibility is based on the federal FAFSA (Free Application for Federal Student Aid) form.  Federal work study programs are available for qualifying students to reduce debt.,http://cdsp.edu/admissions/financial-aid/scholarships-grants,,,
University of Alaska Anchorage - UAA Feminist Scholarship,University of Alaska Anchorage,,,Anchorage,1.0,0.0,1.0,The purpose of the Feminist Scholarship is to offer financial assistance for tuition and other educational expenses to female students who show a feminist perspective through their studies at the University of Alaska Anchorage.To apply for this scholarship please make sure you meet all of the qualifications and then login to secured area of UAOnline to complete the electronic scholarship application.*In addition to the online application applicants must submit the supplemental information listed below:Applicants must submit two (2) letters of support that they are directly engaged in research or other creative activity which promotes feminist principles. Letters must be mailed or dropped off to the UAA Office of Student Financial Assistance by the deadline (not postmarked by the deadline).,,,1579,
Rajawali Fellows Program - Harvard Kennedy School,,,,Boston,0.0,1.0,0.0,The Rajawali Fellows Program allows visiting scholars and practitioners to engage in independent research projects pertaining to various Asian public policy issues and challenges. Rajawali Fellows have access to a wide range of academic resources at Harvard including libraries e-resources course auditing (subject to instructor approval) research centers and scholars.Fellows will receive a certificate upon satisfactory completion of their program requirements at a Farewell Luncheon at the end of the academic year but no degrees will be conferred. Fellows have access to working stations equipped with shared computers and printer that is available on a first-come first-served basis. If needed and available fellows may pay an additional fee for a dedicated office space which includes the use of a dedicated computer and a telephone line. Fellows appointment begins in August and ends in June.Visiting Scholars/Practitioners participate in Thursday Seminars to present their research and exchange views with their colleagues. Pre-Doctoral Fellows participate in Tuesday Workshops which allow them to present their works in progress as well as network with other Ph.D. students in the Boston area.In addition to academic pursuits Rajawali Fellows are encouraged to explore the various cultural and historical activities available in the Boston area. The Ash Center hosts several events and trips throughout the year for fellows including a Harvard Football game outing apple picking Plimoth Plantation Thanksgiving dinners and a BBQ party.,http://www.ash.harvard.edu/Home/Students-Education/Fellowships/Rajawali,,,
National Research Council (CNR) - Short-term mobility - STM,,,,,0.0,1.0,0.0,The Short Term Mobility (STM) Program enables Italian scholars to carry out research activities in cooperation with foreign Universities and Research Institutions of clear international standing.It also enables highly qualified foreign researchers belonging to foreign Universities and Research Institutions of clear international standing to be invited to carry out research in cooperation with CNR Instutes so that Italian research can benefit from international activity and research taking place in our country.The Programme has been implemented with success since 1995in the framework of the initiatives for the development of international scientific cooperation. In particular it has allowed the setting up and continuation of many cooperation activities which have brought about high - quality and important joint research results and the creation and implementation of highly specialized techniques in many different fields. To participate to the STM Programme please refer to the relevant CALL.The National Research Council (CNR) is a public organization; its duty is to carry out promote spread transfer and improve research activities in the main sectors of knowledge growth and of its applications for the scientific technological economic and social development of the Country. To this end the activities of the organization are divided into macro areas of interdisciplinary scientific and technological research concerning several sectors: biotechnology medicine materials environment and land information and communications advanced systems of production judicial and socio-economic sciences classical studies and arts.,http://www.cnr.it/sitocnr/Englishversion/CNR/Activities/IntActivity/Short-term.html,,,
Mawista Scholarship for Students Studying Abroad with a Child,,,,,1.0,0.0,1.0,Variety enriches the education infrastructure this is also the motto for the new scholarship of MAWISTA. That’s why we would like to offer the scholarship to a person studying abroad with a child. One semester or even the complete study abroad is going to be more and more popular and gives many students the opportunity to let their dreams of living abroad come true and also to get some advantages for their future career.For MAWISTA it is very important to promote especially young people with a child who decided to study abroad. The focus is on your history/ career your personality and your personal background but not on the grade point average or the duration of the study. Tell us why you should be the one who should be promoted and how you are going to manage your daily life.Selection process:Interested parties have the possibility to apply online until 15.01. (Annual) Our jury will select five finalists until 30.01. A winner of the five selected finalists will be chosen through public vote starting from 01.02. until 15.02.MAWISTA will offer scholarships every year!,https://www.mawista.com/en/scholarship/,,,
Graduate Women International (GWI) - fellowships and grants,The International Federation of University Women,,,,0.0,1.0,0.0,The International Federation of University Women offers a number of international fellowships and grants to women graduates for postgraduate research study and training.Fellowships are for 8 to 12 months of work. They are intended to enhance the original research or scholarship on which a postgraduate applicant is already engaged. First year doctoral students and applicants just beginning their research are not eligible.Grants are for a minimum of 2 months of work. They are awarded for specialised training independent research or to assist in the completion of a postgraduate degree.All candidates must have obtained admission to the proposed place of study or research prior to applying to IFUW’s competition.,http://www.graduatewomen.org/what-we-do/grants-fellowships/,,,
East Tennessee State University - International Students Academic Merit Scholarship,East Tennessee State University,,,Johnson City ...,1.0,1.0,1.0,The International Students Academic Merit Scholarship is open to new international students seeking a graduate or undergraduate degree. The scholarship award can only be used for study at ETSU.The award is available for:Eight semesters for undergraduate recipientsFive semesters for recipients seeking a master's degree or commensurate with the length of the program.Eight semesters for doctoral students or commensurate with the length of the program.Completed applications including letters of recommendation need to be submitted by the following dates:Fall semester deadline: no later than July 15th Spring semester deadline: no later than October 15th,http://www.etsu.edu/honors/international/internationalstudentscholarships/,,261,
Stanford GSB Fellowships,,,,USA,0.0,0.0,1.0,Fellowships are available to all U.S. and international MBA financial aid applicants who can demonstrate financial need. The Stanford GSB Financial Aid office does not offer merit-based fellowships.For fellowship purposes we define “need” as our school budget minus assets income contributions from parents friends and/or employers and outside fellowships/scholarships.The Financial Aid office will perform a point-in-time analysis of all assets both liquid and non-liquid when determining your fellowship eligibility. We do not consider loans (except forgivable loans) when determining fellowship need. A minimum loan will be packaged prior to determining Stanford GSB fellowship eligibility.It’s important to understand that we do not negotiate fellowship amounts or eligibility.,,,,
Emory University scholarships for International Students,Emory University,,,Ironton,1.0,0.0,1.0,Emory University is committed to enrolling a talented first year class with representation from all corners of the globe. In accordance with this philosophy Emory University offers need-based financial aid awards to a select group of international students each year. As well international applicants are encouraged to apply for merit-based scholarships through the Emory University Scholars Program (November 15 deadline).Emory University welcomes students from all over the world. A significant number of international students—from more than 110 countries—help make our campuses rich with various languages cultures and heritages. Approximately 16% of the entering Emory College class and 19% of the Oxford College class this past year were international students.,http://apply.emory.edu/apply/international.php,,Un,
Illinois Wesleyan University - International Student Scholarships,Illinois Wesleyan University,,,Ironton,1.0,0.0,1.0,Merit-based scholarships are offered to qualified international applicants with outstanding academic achievement and test scores on the required entrance exams. These awards range from $10000 to $25000 per year and are renewable for up to four years. In some instances additional help is provided through student loans and campus employment.In addition two full-tuition President’s International Student Scholarships are offered. These scholarships are awarded each year to two highly qualified international students in assessing their talents interests and academic achievements. Each full-tuition scholarship is renewable for up to four years of study at Illinois Wesleyan University.For international applicants seeking additional financial assistance we highly recommend submitting the CSS Profile. The Profile provides a detailed analysis of each applicant's financial resources. Using this information we can be “need sensitive” when considering ways to further assist our international students with Illinois Wesleyan University funded scholarships loans and campus-employment opportunities.The preferred deadline to submit the CSS Profile is April 1.,http://www.iwu.edu/admissions/international/intscholar.html,,Un,
Berea’s Tuition Promise Scholarship,Berea College,,,Ironton,1.0,0.0,1.0,All admitted students to Berea College receive our Tuition Promise Scholarship. This scholarship is combined with financial aid you may receive as well as any other scholarship you may be awarded by outside parties or organizations to cover 100% of tuition costs. For most Berea students the Tuition Promise Scholarship amounts to nearly $100000 over four years.Why? Because it is our mission to provide educational opportunity to students of great academic promise who have limited financial resources.In short we think students are worth more than the tuition they can afford.Are you looking for a high quality U.S. education and scholarships to assist with the costs? Berea may be the school for you.We have a long history of welcoming students of all nationalities religious faiths races and ethnicities. If you come to Berea you will surely be welcomed.Admission is competitive and you will need to meet certain requirements to be considered. Be sure to explore this web site and direct any questions you have to us—we are happy to assist you as you consider Berea College.,https://www.berea.edu/admissions/tuition-promise/,,Un,
Scholarships for International Students at Columbia College,Emory University,,,Atlanta,1.0,0.0,0.0,"This is a general reference guide only. For detailed information regarding terms and conditions of scholarships and renewal criteria please review the ""Scholarships Awards and Grants"" section of your academic catalog. Find your catalog on the Registrar Web site.Scholarships below are only available to full-time undergraduate Day Campus students unless otherwise specified. This scholarship criteria is reviewed annually for changes; contact your admissions counselor to determine if there are any proposed changes for the upcoming year.",,,83,
Concordia College - International Student Scholarships,Concordia College,,,Moorhead,1.0,0.0,1.0,Concordia prizes the contributions international students make to enhance education on campus and we are pleased to make scholarships available that can cover a portion of the costs and help make it more possible for students to enroll.Please complete an application at the time you apply to Concordia and when you are accepted you will be notified of the award amount. Once awarded you will receive the same amount each year while you are enrolled.,,,894,
Scholarships for International Students at the American University,American University,,,Moorhead,1.0,0.0,1.0,American University’s merit awards for international students are partial not full scholarships. They are highly competitive and based on a combination of outstanding academic achievement excellent communication skills in English leadership volunteerism and community service. No need-based financial aid is available to international students (non-U.S. citizens).AU does not require a separate application form or process to be considered for AU Merit scholarships.Important for first-year applicants who wish to be considered for AU’s partial scholarships:Apply for the fall (August) semester not spring. Fall application deadline is January 15. AU merit awards are offered only at the time of admission. There are nofurther opportunities for AU partial scholarships once you have begun your studies. No increases in scholarship amounts are available from year to year. The initial amount of your AU merit award remains constant for all four years of study. Your AU CFIS and bank letter must demonstrate that you have at least U.S.$59109 available for your first year of study even if you hope to qualify and receive one of AU’s competitive merit scholarships. Plan to have similar funding available for each additional year of undergraduate study (up to four years total).,https://www.american.edu/admissions/international/firstyearmeritawards.cfm,,894,
ROTARY GLOBAL GRANTS,,,,,0.0,1.0,1.0,Global grants support large international activities with sustainable measurable outcomes in Rotary’s areas of focus. Grant sponsors form international partnerships that respond to real community needs.WHAT THEY SUPPORTGlobal grants can fund these activities:Humanitarian projects.Scholarships for graduate-level academic studies.Vocational training teams which are groups of professionals who travel abroad either to teach local professionals about a particular field or to learn more about their own.QualificationBoth the district or club in the country where the activity is carried out and the international partner district or club must first become qualified before applying for a global grant. Your club and district Rotary Foundation chairs can help you plan how to use your District Designated Funds and learn how to qualify your club.Submitting a successful grant applicationConsult with local experts early in the planning process to build a strong project plan and global grant application. The district resource network can help.To be approved your application must clearly describe how your project scholarship or vocational training team:Is sustainable — include plans for long-term success after the global grant funds have been spent. Includes measurable goals. Aligns with one of Rotary's areas of focus. Responds to real community needs. Actively involves Rotarians and community members. Meets the eligibility requirements in the grants terms and conditions.Applications are accepted throughout the year and reviewed as they are received.,https://www.rotary.org/myrotary/en/take-action/apply-grants/global-grants,,,
European Molecular Biology Short-Term Fellowships,,,,,0.0,1.0,0.0,Short-Term Fellowships fund research visits of up to three months to laboratories in Europe and elsewhere in the world. The aim is to facilitate valuable collaborations with research groups applying techniques that are unavailable in the applicant's laboratory. Short-Term Fellowships are not awarded for exchanges between two laboratories within the same country. Short-Term Fellowships are intended for joint research work rather than consultations.There is no deadline for applications however it is recommended to apply three months before the proposed starting date. Applications received or completed only after the start of the visit will not be considered.The application process is handled via the online application system.The Receiving Institute Acceptance Form and two confidential letters of reference (one from the current supervisor) must be sent to the EMBO Short-Term Fellowship office by email.Applications are judged on the following criteria:CV of the candidate and in particular research experience. Quality of the project to be developed in the host laboratory (novelty feasibility). The suitability of the host laboratory for the proposed work. Value of the exchange for the laboratories involved (collaboration co-publication).,http://www.embo.org/funding-awards/fellowships/short-term-fellowships,,,
European Molecular Biology Long-Term Fellowships,,,,,0.0,1.0,0.0,The EMBO Long-Term Fellowships are awarded for a period of up to two years and support post-doctoral research visits to laboratories throughout Europe and the world*. International exchange is a key feature in the application process. All fellowships must involve movement between countries. The receiving institute or the applicant's nationality must be from one of the EMBC Member States.Applications and supporting documentation (two references receiving institute acceptance) are only accepted via the online application system.All applications are then evaluated by the EMBO Fellowship Committee based on:Previous scientific achievements of the applicant Novelty and biological significance of proposed research Appropriateness of the host laboratory for the proposed research and training of the applicant.,,,,
Scholarship Fund of Polish History Museum,,,,Poland,0.0,1.0,0.0,The Scholarship Fund endowed by the Polish History Museum is charged with supporting academic research on the history of Poland as well as activities propagating Polish history abroad. The scholarship is addressed to foreigners who study or wish to study Polish history.Scholarships are awarded to the winners of a competition for the best project either educational research or promotional in nature. A jury comprised of eminent Polish historians will select the winners of the competition.The Museum may also support the publication of works that result from materials gathered over the course of the scholarship. The Polish History Museum is a state institution of culture involved in activities promoting open science and in broadening the availability of works supported by public funding. Since the seventh edition works realized with material gathered during the programme will be published under the open-license Creative Commons as selected by the recipient of the grant.There is no limit to the number of times one may apply for the scholarship.,http://stypendia.muzhp.pl/en/,,,
World Forest Institute - WFI International Fellowship Program,the World Forest Institute,,,USA,0.0,1.0,0.0,The WFI Fellowship Program hosts natural resource professionals from around the world at the World Forest Institute’s campus in Portland Oregon for 6 months. Applicants propose a research topic to focus on during their Fellowship and WFI uses its extensive network of public and private forestry and natural resource professionals to assist Fellows in gaining the knowledge and exposure they seek.Oregon is an ideal learning ground for the program because of its rich natural resources innovative history in forest management an important timber sector and academic centers of excellence in both forestry and urban forestry as well as green building and sustainability. Fellows leave the program with a solid understanding of how the US forestry sector operates and who the key players are. Additionally Fellows gain invaluable cultural experience and English language skills.  Over 130 Fellows from more than 40 countries have participated in the program.There are three main components to the program:1. Conducting a Project60% of your time is spent on your own research project.Fellows propose a research topic developed in conjunction with his/her sponsor or that is relevant to their work. We favor proposals that are policy industry or market-oriented and employs good use of being situated in the Pacific Northwest.2. Networking with public and private forestry organizations in the US especially in the Pacific Northwest.30% of your time will be spent on group and individual study tours and meetings.Networking is largely accomplished by site visits to forestry agencies research labs universities public and private timberlands trade associations mills and corporations. The program manager will organize approximately one group study tour per week for all Fellows to participate in. These trips are a required part of the program and can be very diverse in scope. Fellows will need to be able to arrange their own individual meetings and site visits to fulfill their specific research project needs.3. Educational Outreach10% of your time is spent on presentations in-house events and public outreach. Outreach could include formal presentations to forestry professionals general public or to schools writing articles for newspapers fielding public inquiries or attendance and participation at conferences and events.,,,,
FUNIBER FORMATION SCHOLARSHIPS (Fundación Universitaria Iberoamericana),,,,,1.0,1.0,1.0,The Fundación Universitaria Iberoamericana (FUNIBER) along with its history has been accomplishing its Mission and Social Responsibility that help a lot of people to access educational programs trough the FUNIBER FORMATION SCHOLARSHIPS. These scholarships are granted for studies in any of the educational programs sponsored by FUNIBER.After 10 years of giving the FUNIBER FORMATION SCHOLARSHIPS the mobilized capital from FUNIBER to the society has a volume of such magnitude that in some countries has become to be an important active for society and a mandatory referral in the moment of analyzing the growth of the enabled personal in those countries.The FUNIBER FORMATION SCHOLARSHIPS correspond to an important economic item in the FUNIBER operations. Annually in every country the amount of this item is reviewed with the objective of reaching to a bigger sector of the population. The growth of this scholarship from one year to another is 15%.The FUNIBER FORMATION SCHOLARSHIPS can be requested in any FUNIBER office or through our form completing all the requested data.An Evaluation Committee will examine the competitiveness of each candidature in the matter of the given record academic and professional dossier personal and family economic incomes and the socio-family conditions. The Evaluation Committee will assign a scholarship amount according to each particular case.,http://www.funiber.us/scholarships/,,,
John Dillon Fellowship - Australian Centre for International Agricultural Research (ACIAR),University a Cooperative Research Centre,,,Australia,0.0,1.0,0.0,The John Dillon Memorial Fellowship was established by ACIAR in recognition of Professor John L. Dillon’s life-long support for international agricultural research. The Fellowship scheme serves the memory of John Dillon by providing career development opportunities for outstanding young agricultural scientists or economists from ACIAR partner countries who are involved in a current or recently completed ACIAR project. 8-10 Fellowships are offered annually.The Fellowship aims to develop leadership skills in the areas of agricultural research management agricultural policy and/or extension technologies. This is achieved by providing exposure to Australian agriculture across a range of best-practice organisations involved in research extension and/or policy making.The visit programs are tailored by negotiation between ACIAR and the selected Fellow to meet the needs of individual Fellows and their employing organisation. Arrangements for the Fellowships will be flexible and the following points are intended to indicate features of the program:Fellowships normally involve a 5-6 week period in Australia. Fellows are hosted by 1-2 Australian organisations (such as a Federal Government Department a University a Cooperative Research Centre or State Department of Agriculture) where they spend at least 50 % of their Fellowship period. Fellows participate in a formal research management training course in Australia. Fellows undertake a structured program of visits to various institutes including the presentation of relevant lectures.,http://aciar.gov.au/training/JDF,,,
Kroc Institute - Visiting Research Fellowships,University of Notre Dame,,,Ironton,0.0,1.0,0.0,Each year the Kroc Institute’s Visiting Research Fellows Program brings outstanding scholars focused on peace research to the University of Notre Dame for a semester or a full academic year. The Institute particularly seeks scholars who will actively integrate their research with ongoing Kroc research initiatives.**Gender and Conflict/Peacebuilding**The Kroc Institute invites scholars with significant experience conducting research on the intersection of gender conflict and peacebuilding to apply for a Visiting Research Fellowship.Although we will consider a range of proposals the Kroc Institute is especially interested in proposals that:Take an interdisciplinary approach and employ qualitative participatory and/or feminist methodology Address issues beyond “women's rights” including masculinity identity power representation or intersectionality with race ethnicity and/or class and conceptualize gender-based violence to include structural violence and marginalization Demonstrate clear connections to Peace Studies and value added to existing expertise at the Kroc Institute on topics including social change development transitional justice and religion or towards ongoing projects such as the Peace Accords Matrix (PAM) or the Contending Modernities project and its working group on Gender State and SocietyThe candidate should offer a clear and concise description of the research project its significance why the Kroc Institute is an ideal place for the researcher to complete a fellowship and how the project will contribute to and build on existing research in the subfield of gender and conflict/peacebuilding.Diaspora Communities Conflict & PeacebuildingThe Kroc Institute invites scholars who focus on the study of diaspora and migrant communities and their complex relationships to national conflicts and potential peacebuilding processes in their “homelands.”  Although we will consider the full range of proposals the Kroc Institute is particularly interested in research that will focus on:Theorizing the intersections between scholarship on immigration/migration diaspora nationalism cosmopolitanism multiculturalism and conflict and peace Conceptualizing the diasporas as potential spaces for conflict transformation and peacebuilding processes Theorizing the intersections between religion and public life debates in Euro-American contexts and global patterns of diaspora activismThe successful candidate will work closely with the religion conflict and peacebuilding cluster of researchers at the Kroc Institute as well as with scholars engaged in the study of social movements. Strong proposals will offer a clear and concise description of a research project that will contribute to and will integrate itself within the Kroc Institute’s effort to expand the conversation on diaspora nationalisms in various contexts and to locate areas of conceptual synergies and growth pivoted around issues of conflict and peacebuilding.**Peace Studies**The Kroc Institute also invites proposals from scholars in any discipline who seek to pursue research in any aspect of peace studies.,,"computational mathematics, statistics specialty statistic, business analytic",Un,
HULT International Business School - Different MBA Scholarship Opportunities,University of Notre Dame,,,Ironton,0.0,0.0,1.0,Hult offers scholarship opportunities for selected MBA candidates. Students are selected based on their abilities to perform in a dynamic classroom environment and business leadership potential. Applicants are considered upon submission of the online application.We encourage high-caliber candidates who feel they fulfill the scholarship requirements to apply early.Scholarships are awarded based upon various criteria including ability to add value to a dynamic classroom work experience merit-based and the candidate's business leadership potential. Scholarship applications are considered based upon the submitted essay and candidate’s online application.**Available Hult MBA Scholarships: **Academic Excellence Scholarship Social Impact Scholarship Global Professional Scholarship Consulting Professional Scholarship Finance Professional Scholarship Women in Business Scholarship Entrepreneurial Impact Scholarship,,"computational mathematics, statistics specialty statistic, business analytic",Un,
Kingston University - International Scholarships,University of Notre Dame,,,Ironton,1.0,1.0,1.0,The International Office offers more than 40 scholarships and bursaries per year to international students (those classified with an 'overseas' fee status).These awards are given to:encourage academic excellence; increase the diversity of our student population; and develop relationships.Our international scholarships are partial scholarships each worth £3500. This means that you must make sure you can cover the outstanding amount for fees and living expenses yourself.We offer the following international scholarships:undergraduate scholarships; postgraduate scholarships – for both September and January entry; and postgraduate Santander scholarships.Find out what our international scholars have to say about their experiences including how the scholarships helped them and how they found the application process.,http://www.kingston.ac.uk/international/fees-and-funding/scholarships/international-scholarships/,"computational mathematics, statistics specialty statistic, business analytic",Un,
Thomas College - Graduate International Scholarship Program,University of Notre Dame,,,Ironton,0.0,0.0,1.0,Graduate International Scholarship Program: All international applicants of the accelerated MBA program will automatically be considered for the Thomas College international scholarship. Recipients will be notified of their award at the time of acceptance. In addition to the great financial benefits of completing a MBA in just one year scholarship recipients will receive $5000 to help fund their postgraduate education.Thomas College's mission is to prepare students for success in their personal and professional lives and for leadership and service in their communities.In August of 2012 we welcomed the largest incoming class in the history of the College. The private career-oriented College is committed to preparing its undergraduates for careers in business technology and education. On average 94 percent of Thomas graduates are hired in their field of study within 90 days of graduation. The College is so confident its undergraduate students will succeed that it guarantees employment in a student's chosen field of study through a Guaranteed Job Program.In addition to the career-specific and liberal arts undergraduate courses Thomas offers graduate degrees and continuing education courses. These programs serve a variety of professionals in central Maine who typically attend class while working full time and volunteering in their communities.,http://www.thomas.edu/apply-admissions-aid/financial-aid/types-of-aid/merit-based-scholarships/,"computational mathematics, statistics specialty statistic, business analytic",Un,
Hamilton College Scholarships for International Students,University of Notre Dame,,,Ironton,0.0,0.0,1.0,The discourse that is the foundation of a liberal arts education is shaped by the interplay of many different perspectives. At Hamilton we embrace different cultures backgrounds ethnicities and voices and welcome students from more than 46 countries. Approximately 10% of our financial aid supports international students who comprise about 5% of our student body.Last year international students at Hamilton received $2.8 million in financial aid. While this may seem like a substantial amount the pool of international students applying for this aid is extremely competitive. Financial aid packages typically include Hamilton College Scholarship and campus employment. Hamilton meets the full demonstrated financial need of every admitted international student for all four years. International students/families that are receiving need-based financial aid are required to apply for financial aid annually.Students who are not United States citizens or permanent residents should complete the International Student Financial Aid Application the Certification of Finances and the CSS Profile. These forms are available on ourForms and Deadlines webpage and should be submitted to the Financial Aid Office by the required deadline.,http://www.hamilton.edu/finaid/international,"computational mathematics, statistics specialty statistic, business analytic",Un,
The Estonian Institute - Research Scholarships,The Estonian Institute,,,Estonia,0.0,1.0,0.0,The Estonian Institute offers scholarships to holders of a doctoral degree or Master’s or Doctoral students who are citizens of a foreign state and are studying at a university abroad to write a research paper on an Estonia-related topic or to gather material for it.The deadlines are 01 March and 01 OctoberApplyingThe following documents should be presented for applying:Estophilus' online application form  The completed application form (Please send this form by regular mail) Plan of researchCVCertificate proving the applicant’s status as a postgraduate student or a copy of a document proving his or her PhD degreeWritten confirmation from an Estonian research or development institution to receive the applicantFor postgraduate students a recommendation from their research supervisorThe application and accompanying documents marked ‘Estophilus' should be submitted also by regular mail to the secretariat of the Council at the Estonian Institute Suur-Karja 14 10140 Tallinn.We ask you to fill also the Estophilus' online application form.,,,,
Konrad von Moltke Research Grants for the young researchers,Ecologic Institute Berlin & Washington DC IDDRI,,,Washington DC,0.0,1.0,0.0,Initially the Fund supports international exchange primarily – but not exclusively – involving a core set of institutes with which Konrad worked most closely: Ecologic Institute Berlin & Washington DC IDDRI Paris IEEP London IISD Winnipeg and Geneva IVM Amsterdam and WWF-US Washington DC.,http://konrad-von-moltke-fund.org/application-process,,,
Institute for Current World Affairs - FELLOWSHIPS,,,,USA,0.0,1.0,0.0,The ICWA fellowship program aims to nurture deep expertise in foreign countries and cultures by supporting a Fellow who carries out a program of self-designed independent study abroad for a minimum of two years. We do not support degree programs at universities. Candidates are encouraged to browse the ICWA archives on this website to see the kind of projects that the Institute had previously supported.The fellowships amount to a generous investment in the future of the Fellow. A primary selection criterion is whether a candidate is ready for the rapid personal growth that the fellowship makes possible. We look for candidates who are sufficiently prepared to take advantage of the opportunity we offer but extensive professional experience in the proposed area is not always an advantage. Fellowships are aimed at developing knowledge and professional skills not awarding research or reporting opportunities to those who already have them.We are primarily focused on the potential of the candidate and secondarily on the project. That said strong candidates will naturally propose and passionately pursue a project that’s topical and important. We’re a small organization with few hard-and-fast rules but generally we will postpone consideration of a project in a country where we currently or very recently have had a fellow. Over time we try to achieve a good geographic distribution of fellowships and are naturally drawn to areas of the world and topics that are less well understood and have strategic or other importance to the United States. These could include thematic fellowships for example examining questions related to economic development or the environment that could be effectively pursued using the method of our fellowships.,https://icwa.wpengine.com/apply/,,,
Luftia Rabbani Foundation - Travel scholarship,,,,Netherlands,0.0,1.0,0.0,The travel scholarship is destined for students and/or professionals seeking professional contact and experience in the Arab World or the Netherlands in the areas of education science and culture. The objective of the scholarship is to promote mutual understanding between the Netherlands and the Arab World.DurationNo support will be provided retroactively i.e. to expenses linked to travel that has already taken place.The scholarship is valid only in the year during which it is awarded.Applications should be submitted at least 2 months prior to the departure date,,,,
Netherlands - USA exchange scholarships (NAF-FULBRIGHT FELLOWSHIPS),,,,USA,0.0,1.0,1.0,The Fulbright Program is the flagship international educational exchange program sponsored by the U.S. government and is designed to increase mutual understanding between the people of the United States and the people of other countries. The program was established in 1946 under legislation introduced by then-Senator J. William Fulbright of Arkansas. The program is sponsored by the U.S. Department of State’s Bureau of Educational and Cultural Affairs.Approximately 318000 “Fulbrighters” 119800 from the United States and 197600 from other countries have participated in the Program since its inception more than sixty years ago. The Fulbright Program awards approximately 8000 grants annually. Participants are awarded grants on the basis of their academic merit and leadership potential.Currently the Fulbright Program operates in over 155 countries worldwide.As the result of a cooperative venture among the NAF the Institute of International Education (IIE) in New York and the Fulbright Center in Amsterdam the NAF offers a limited number of NAF-Fulbright Fellowships annually.The program brings Dutch scholars to the U.S. and American scholars to the Netherlands to pursue opportunities to study teach and conduct research exchange ideas and contribute to finding solutions to shared international concerns.To learn more about NAF-Fulbright fellowships for Americans please click here.To learn more about NAF-Fulbright fellowships for Dutch scholars please click here.,,,,
Fulbright Foreign Student Program,,,,USA,0.0,1.0,1.0,The Fulbright Foreign Student Program enables graduate students young professionals and artists from abroad to research and study in the United States for one year or longer at U.S. universities or other appropriate institutions.Application details and grant terms for the Fulbright Program vary by country of citizenship and program.  Potential applicants should consult individual country pages for program availability and contact information or see a list of current programs.The Fulbright Program's application process is lengthy and rigorous and prospective applicants are encouraged to consider carefully their intentions goals future plans and prospective projects before applying for a Fulbright grant. The competition for Fulbright Program grants is merit-based. Candidates are selected based on a variety of factors that may include (but are not limited to):academic qualifications project feasibility personal leadership ability available grant funds.Fulbright operates on a yearly application cycle which generally (but not in all cases) opens approximately 15 months before the anticipated start of the grant with a deadline approximately 11 or 12 months before the grant's start date.,http://foreign.fulbrightonline.org/about/foreign-fulbright,,,
Anita Borg Systers - Pass-It-On (PIO) Awards,,,2017-03-22,,0.0,1.0,0.0,The Anita Borg Systers Pass-It-On (PIO) Awards honor Anita Borg’s desire to create a network of women technologists helping one another. The cash awards funded by donations from the Systers Online Community and others are intended as means for women established in technological fields to support women seeking their place in the fields of technology. The program is called “Pass-It-On” because it comes with the moral obligation to “pass on” the benefits gained from the award.,http://anitaborg.org/awards-grants/pass-it-on-awards-program/,,,
