Scholarship Name,Level of Study,Scholarship Value,Date,Eligibility,Benefits,Application,Descriptions,Link
Paul Sumerall Memorial Scholarships Merchants Bank of California,Master,Partially Funded,NaN undefined NaN,The Paul Sumerall Memorial Scholarships will be granted to worthy college/university students graduate students and researchers who demonstrate an interest in the money transfer and remittance industry and who conduct or participate in studies in fields directly related to the international transfer of funds in any country in the world.To be eligible the candidate must fill the online application. The candidate needs to provide all the information required about him or herself and answer a series of questions about the money transfer project.,Scholarship funds can be used by students for any type of expense related to fieldwork survey travel supplies etc. upon supervision and approval from the advisor. We expect to receive at completion a copy of the results document or presentation summarizing the study funded.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,The Paul Sumerall Memorial Scholarships have been established by Merchants Bank of California in order to promote research and investigation in the area of International Money Transfers and Cross-Border Remittances.The fields of study can range from financial economic social development migration and diaspora related technical advances consumer behavior regulatory and compliance related issues alternative payment methods market penetration new products and services pricing competition Bank & Non-Bank partnerships government programs etc.,http://www.imtconferences.com/about/paul-sumerall-memorial-scholarship/
International Scholarship - Felician University,Bachelor Master,Fully Funded,NaN undefined NaN,International Scholarship:International students must take the SATs to qualify for this scholarship. Students must score at least a 900 on the Math and Critical Reading scores on the SATs and have equivalent to a minimum of a 3.0 grade point average on a 4.0 scale to be considered for the International Scholarship.International Award:At Felician we understand that a majority of international students do not take the SATs.  The International Award does not require students to submit the SATs and is awarded based on a holistic review of the applicant’s qualifications.International Transfer Scholarship:Students who have more than 12 credits of earned university credit (foreign or domestic) will be considered for a transfer scholarship.  These scholarships are based on a holistic review of your credentials.   Students must have at least a 2.5 GPA in their university work to be considered for this scholarship.Phi Theta Kappa Scholarship:Those students who are members of Phi Theta Kappa Honors Society will be awarded an additional $3500 in their scholarship award for a maximum award possibility of $18500,International Scholarship: $10000 - $15000 per year International Award: $5000 - $10000 per yearInternational Transfer Scholarship: $4500 - $15000 Phi Theta Kappa Scholarship: $3500 in addition to your International Transfer Scholarship,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,At Felician College you are not the only one investing in your education. Over 95% of our incoming international undergraduate students receive a scholarship award.We award our academic scholarships based on a holistic review of all your qualifications including grades standardized test scores extra-curricular activities and your overall potential to succeed. Students are automatically considered for a scholarship upon admission.,
Boston University SCHOLARSHIPS FOR INTERNATIONAL STUDENTS,Bachelor Master,Partially Funded,NaN undefined NaN,International Scholarship:International students must take the SATs to qualify for this scholarship. Students must score at least a 900 on the Math and Critical Reading scores on the SATs and have equivalent to a minimum of a 3.0 grade point average on a 4.0 scale to be considered for the International Scholarship.International Award:At Felician we understand that a majority of international students do not take the SATs.  The International Award does not require students to submit the SATs and is awarded based on a holistic review of the applicant’s qualifications.International Transfer Scholarship:Students who have more than 12 credits of earned university credit (foreign or domestic) will be considered for a transfer scholarship.  These scholarships are based on a holistic review of your credentials.   Students must have at least a 2.5 GPA in their university work to be considered for this scholarship.Phi Theta Kappa Scholarship:Those students who are members of Phi Theta Kappa Honors Society will be awarded an additional $3500 in their scholarship award for a maximum award possibility of $18500,International Scholarship: $10000 - $15000 per year International Award: $5000 - $10000 per yearInternational Transfer Scholarship: $4500 - $15000 Phi Theta Kappa Scholarship: $3500 in addition to your International Transfer Scholarship,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,If you are a high achiever Boston University wants to help you accomplish everything you possibly can as a BU student. One of the ways we do this is through a variety of scholarships. Last year Boston University awarded nearly $12.5 million in merit-based scholarships to entering freshmen. Most awards are for academic achievement while others go to talented athletes performers and artists. The competition is keen: typically recipients rank in the top 10% of their graduating class but achievements outside the classroom in schools and communities can also make a difference.Trustee ScholarshipOur most prestigious merit-based scholarship recognizes truly outstanding high school seniors with a four-year award of full tuition and certain mandatory fees. Candidates must be nominated by their school principals or headmasters. All materials including nomination letter and application for admission must be received at Boston University by DecemberPresidential ScholarshipStudents with exceptional academic records applying to Boston University are eligible for this $20000 renewable tuition scholarship. No additional essays or application forms are required. However the award process is very competitive and students must submit their application for admission by December 1.,
Mendel Fellowships Lilly Library of Indiana University,Phd,Fully Funded,NaN undefined NaN,Mendel Fellowships are intended to support research by scholars from around the world in areas of particular interest to the Mendels including: the history of the Spanish Colonial Empire; Latin American independence movements; European expansion in the Americas; voyages travels and exploration; geography navigation and cartography; German literature and history; and music including sheet music. The amount of the stipend is based on the length of stay which may range from one week to a full academic year. The fellowship is intended to cover travel to the Lilly Library and living expenses while in residence.,Fellowships of up to $40000 during the academic year will be awarded. The amount of the stipend is based on the length of stay which may range from one week to a full academic year. The fellowship is intended to cover travel to the Lilly Library and living expenses while in residence.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,The Lilly Library of Indiana University invites applications for fellowships in support of research in the library’s Bernardo Mendel collections.Established through a bequest by the estate of Johanna Lenz Mendel in 1998 the Mendel Fellowships are intended to support research by scholars from around the world in areas of particular interest to the Mendels including: the history of the Spanish Colonial Empire; Latin American independence movements; European expansion in the Americas; voyages travels and exploration; geography navigation and cartography; German literature and history; and music including sheet music. The amount of the stipend is based on the length of stay which may range from one week to a full academic year. The fellowship is intended to cover travel to the Lilly Library and living expenses while in residence.There is no special application form: Candidates ranging from doctoral research students to senior scholars should submit a curriculum vitae a 2-3 page proposal for their projects including the specific holdings they intend to consult two letters of recommendation and a indication of length of stay which may include the summer months.,http://www.indiana.edu/~liblilly/fellowships.shtml#mendel
Cusanuswerk - Stipendien,Phd,Fully Funded,NaN undefined NaN,Mendel Fellowships are intended to support research by scholars from around the world in areas of particular interest to the Mendels including: the history of the Spanish Colonial Empire; Latin American independence movements; European expansion in the Americas; voyages travels and exploration; geography navigation and cartography; German literature and history; and music including sheet music. The amount of the stipend is based on the length of stay which may range from one week to a full academic year. The fellowship is intended to cover travel to the Lilly Library and living expenses while in residence.,Grundförderung Der Förderhöchstbetrag beläuft sich derzeit auf 597 €. Die Studienkostenpauschale beträgt einheitlich 300 € monatlich. Promotionsförderung Das Grundstipendium beträgt monatlich 1.150 €. Hinzu kommt eine Forschungskostenpauschale in Höhe von 100 €. Im Herbst 2016 wird die finanzielle Förderung voraussichtlich um 200 € pro Monat erhöht werden.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,"Die Bischöfliche Studienförderung Cusanuswerk ist das Begabtenförderungswerk der katholischen Kirche in Deutschland. Mit staatlichen kirchlichen und privaten Zuwendungen hat das Cusanuswerk bereits mehr als 8000 hochbegabte katholische Studierende und Promovierende gefördert - ideell und finanziell.GrundförderungDie finanzielle Förderung in der Grundförderung besteht aus einem monatlichen Stipendium und einer Studienkostenpauschale. Die Berechnung der Stipendien erfolgt auf der Basis von Richtlinien die das Bundesministerium für Bildung und Forschung (BMBF) festsetzt. Um den Förderungsbedarf zu ermitteln werden - ebenso wie bei der Förderung durch BAföG (Bundesausbildungsförderungsgesetz) - das Einkommen und Vermögen der Stipendiatin oder des Stipendiaten der Eltern und ggf. der Ehepartnerin oder des Ehepartners herangezogen.Darüber hinaus ermuntert das Cusanuswerk seine Stipendiatinnen und Stipendiaten während der Förderzeit ihr Studium durch einen Auslandsaufenthalt zu ergänzen und unterstützt daher Studien Sprachkurse PJ-Tertiale Famulaturen Praktika Studienreisen Forschungsaufenthalte und Fachkurse im Ausland.PromotionsförderungIn der Promotionsförderung werden die Stipendien unabhängig vom Einkommen der Eltern gewährt. Wissenschaftliche Stellen mit Bezug zur Promotion sind bis zu einem Umfang von bis zu 25% mit dem Stipendium vereinbar - d. h. Einkünfte daraus werden nicht angerechnet. Darüberhinausgehende Nebeneinkünfte werden anteilig angerechnet.Für Promotionsstipendiatinnen und -Stipediaten mit Kindern stehen Familien- und Kinderbetreuungszuschläge zur Verfügung. Zudem können Stipendiengelder des vierten Förderjahres für Eltern umgewidmet werden (""Zeit gegen Geld"") um weitere Mittel zur Kinderbetreuung bereit zu stellen.Bei Auslandsaufenthalten können Stipendien-Zuschläge gewährt sowie Reisekosten und Studiengebühren erstattet werden.",http://www.cusanuswerk.de/de/foerderung/stipendien/
Radcliffe Institute Dissertation Completion Fellowships - Harvard Graduate School of Arts and Sciences,Phd,Fully Funded,NaN undefined NaN,While the candidate’s scholarly qualifications the merits of the dissertation topic and faculty references are important in the selection process consideration is also given to matching research interests to those of one or more of the year’s Radcliffe Institute Fellows. This enhances the opportunities for intellectual interaction and mentorship within the community of Radcliffe Institute Fellows.,Our graduate student fellowships provide a stipend of $26000; tuition and health fees; and a work space with a desktop computer at the Radcliffe Institute's Byerly Hall.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,Each year we award a few Radcliffe Institute Dissertation Completion Fellowships to doctoral students in the Harvard Graduate School of Arts and Sciences.As a graduate student fellow you are expected to reside in Cambridge during your fellowship year. You will participate in the Radcliffe Institute Fellowship Program by attending weekly fellows' talks and lunches. You are also invited though not required to present your own work in a talk to the fellows.How to ApplyYou may apply to become a graduate student fellow by following the application process and procedures for the Graduate School of Arts and Sciences Dissertation Completion Fellowships. You must submit the standard application form and all required materials to your department by the deadline designated by the department.In addition applicants for the Radcliffe Institute Dissertation Completion Fellowships must include a brief statement describing how an affiliation with the Radcliffe Institute Fellowship Program would benefit them.,http://www.radcliffe.harvard.edu/fellowship-program/graduate-student-fellows
Harvard University-Graduate School of Arts and Sciences - Dissertation Completion Fellowships (DCF),Phd,Fully Funded,NaN undefined NaN,While the candidate’s scholarly qualifications the merits of the dissertation topic and faculty references are important in the selection process consideration is also given to matching research interests to those of one or more of the year’s Radcliffe Institute Fellows. This enhances the opportunities for intellectual interaction and mentorship within the community of Radcliffe Institute Fellows.,Our graduate student fellowships provide a stipend of $26000; tuition and health fees; and a work space with a desktop computer at the Radcliffe Institute's Byerly Hall.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,The Graduate School of Arts and Sciences (GSAS) is the academic unit responsible for many post-baccalaureate degree programs offered through the Faculty of Arts and Sciences at Harvard University. GSAS offers several master's degree programs—Master of Arts (AM) Master of Science (SM) Master of Engineering (ME) and Master of Forest Science (MFS)—and the Doctor of Philosophy (PhD) degree in more than fifty divisions departments and committees spanning subjects in both the sciences and the humanities including several interdepartmental programs. GSAS also administers the Graduate Special Student Program which enables individuals who hold the baccalaureate degree to take graduate-level courses on a non-degree basis and the Visiting Fellow Program which enables advanced doctoral students and persons who already hold the Ph.D. to conduct research at Harvard.A standard application form appears below for the doctoral dissertation completion fellowships (and for fellowships with a research or completion option) offered by GSAS and by the participating Harvard research centers. Individual cover sheets also appear below for GSAS and each of the participating research centers. Please read the appropriate cover sheet and all of the application instructions carefully. This standard application is for registered graduate students in Harvard University and for the following fellowships:GSAS Dissertation Completion Fellowships (Whiting Graduate Society Fellowships etc.) Center for American Political Studies Dissertation Fellowships Center for American Political Studies - The Amb. John L. Loeb Jr. Initiative on the Implications of Religious Freedom Dissertation Fellowship David Rockefeller Center for Latin American Studies Dissertation Completion Fellowship Davis Center for Russian and Eurasian Studies Dissertation Completion Fellowships Mahindra Humanities Center Mellon Interdisciplinary Dissertation Completion Fellowship Korea Institute Completion Grants Korea Institute Supplementary Dissertation Grants Minda de Gunzburg Center for European Studies Dissertation Completion Fellowship Minda de Gunzburg Center for European Studies Dissertation Research Fellowship Radcliffe Dissertation Completion Fellowships Reischauer Institute of Japanese Studies Supplementary Research/Dissertation Completion Grants (Charles) Warren Center for Studies in American History Dissertation Completion Grants Weatherhead Center for International Affairs Canada Program Dissertation Research and Writing Fellowships,https://gsas.harvard.edu/financial-support/fellowships/dissertation-completion-fellowships
Reagan-Fascell Democracy Fellows - National Endowment for Democracy,Phd,Fully Funded,NaN undefined NaN,The fellowship program offers two tracks:Practitioner Track: Open to democracy activists civil society leaders human rights defenders journalists and others who work on the front lines of democracy.Scholar Track: Open to scholars university professors and researchers (applicants are expected to hold a PhD or academic equivalent at the time of application).,Fellowships include a monthly stipend health insurance office space research support and round-trip travel to Washington DC. The program does not provide financial assistance for accompanying family or other dependents.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,The Reagan-Fascell Democracy Fellowship Program is an international exchange program named in honor of NED’s principal founders former president Ronald Reagan and the late congressman Dante Fascell. Funded by the U.S. Congress the fellowship program supports democratic activists scholars and journalists from around the world to undertake independent research on democratic challenges worldwide.Reagan-Fascell Democracy Fellows spend five months in residence at the NED's International Forum for Democratic Studies in Washington D.C. during Fall (October 1–February 28) or Spring (March 1–July 31) where they participate in the following activities:conduct independent research and writing while reflecting on lessons learned; engage in capacity-building seminars and workshops; exchange ideas and establish contacts with counterparts in Washington D.C.; and impact democratic development in their country region or field through presentations projects and products.,http://www.ned.org/fellowships/reagan-fascell-democracy-fellows-program
Schwarzkopf Travel Grants for Young Europeans,Phd,Fully Funded,NaN undefined NaN,Citizens of Germany between the ages of eighteen and twenty-six may apply for a trip in an European Country. Young Europeans between the ages of eighteen and twenty-six from other countries than Germany may apply for a travel grant for Germany.,The travel grant amounts to € 550 (five hundred and fifty Euros). 400 € will be paid at the beginning of the journey and 150 € after presenting the report.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,Our travel scholarships are designed to give young people the opportunity to travel in other European countries. Their intention is to allow journeys commited to studying a specific cultural or political aspect of European integration on the ground.With its travel grants the Schwarzkopf Foundation Young Europe wants to give young people the opportunity to travel and explore Europe. The Schwarzkopf Foundation Young Europe offers young people the chance to get to know European neighbours as well as to become aware of current cultural or political developments of the respective country. The report must put the findings in relation to European politics. That means that the impact of a country’s EU membership (or its relation to the EU in case of non-member-states) on the topic of the report has to be described.Deadlines for applications are March 1st or September 1st. The Foundation notifies applicants of the result of the selection as soon as possible not later than four weeks after the respective deadlines.  The German applicants freely choose the country they wish to travel to. The non-German applicants can travel in Germany only. The trip needs to have a specifically defined research topic regarding a current cultural or political development in the context of European integration. It needs to be explained and elaborated in the application. The applicant should also state what methods are envisaged to address the topic (e.g. interviews etc). A later substantial change of the topic would need to be approved by the Foundation.  The trip has to be planned and carried out solely by the recipient and needs to last a minimum of three and a maximum of six weeks.   Not later than three months after the journey the stipendiary is requested to submit a detailed report of at least 10 DIN A4 pages. The report needs to include an explanation of how the research topic was addressed the concrete findings and a reflection on the experiences and impressions from the trip. The stipendiary agrees with the publication of the report by the Foundation.  Invoices providing residence in the travel country will have to be enclosed to the report.   Applications and reports must be submitted in German or English.,http://schwarzkopf-stiftung.de/en/awards/reisestipendien/
TransAtlantic Masters - Scholarships,Master,Not Funded,NaN undefined NaN,Citizens of Germany between the ages of eighteen and twenty-six may apply for a trip in an European Country. Young Europeans between the ages of eighteen and twenty-six from other countries than Germany may apply for a travel grant for Germany.,TransAtlantic Masters charges tuition fees. Students will be billed $5000 per semester. Tuition fees are payable to the University of North Carolina. Financial Aid is available. The TAM program awards a limited number of merit-based partial scholarships to reduce the program fee. If you wish to be considered for a merit-based TAM scholarship please include a brief statement to that effect in your application. In addition three to four full scholarships (one full academic year's tuition plus a stipend of $15000 paid in ten monthly installments) will be awarded to incoming TAM students.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,TransAtlantic Masters prepares students for careers in business administration diplomacy policy formulation and research. The program is operated by the European American University Consortium (EAUC). This vast network of renowned universities gives students the unique opportunity to complete the program at a minimum of two and up to three different universities in the United States and Europe. Therefore students do not simply learn about transatlantic relations but experience the US and Europe from the perspective of multiple countries on both sides of the Atlantic their (academic) cultures and languages. TransAtlantic Masters focuses on the policy politics and society of the transatlantic region.TAM is designed to afford many different types of experiences to its students. Your TAM path can be tailored to suit your individual interests skills and goals.  In order to facilitate the process of choosing your degree type program and study locations please refer to the step-by-step guide below.  If at any point you have questions or concerns please feel free to email us at tam@unc.edu. Since no two students are even exactly alike it may help you to communicate directly with representatives from the TAM office and our alumni network. We are happy to be in touch with you!TAM offers three program tracks.  Transatlantic Studies offers the most variety in terms of overseas universities and courses taught in multiple languages. European Governance is an English-language track which offers a year of study at UNC a year overseas and increased statistical training. German-Turkish Studies is also an English-language track which provides language training in Turkish or German and enables you to study in the US Turkey and in Germany.,http://europe.unc.edu/transatlanticmasters/prospective-students/#Financial
Euromasters Scholarships,Master,Partially Funded,NaN undefined NaN,In order to apply for a scholarship applicants must submit no more than 500 words detailing why they think they should be considered based on academic achievements and contributions to the programme.,We offer 2 scholarships: One ‘full fee’ scholarship for the first academic year only.(£4750 Home/EU £7500 Overseas) One ‘half fee’ scholarship for the first academic year only.(£2500 Home/EU £3750 Overseas),Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,The Masters in Contemporary European Studies is a full-time (two year) programme. Students will gain a broad comparative understanding of European Union (EU) US politics policy and social evolution as well as specialist knowledge of key issues in the Euro-Atlantic area. It is tailored to prepare students for careers in business administration diplomacy policy formulation and researchA limited number of competitive fee reduction scholarships are available in recognition of high academic achievement (the equivalent of a first class Honours degree or exceptionally a high 2:1 degree).,http://www.euromasters.eu/admission/fees-scholarships/
ECCO Fellowships and Grants,Phd,Fully Funded,NaN undefined NaN,**In order to be eligible the candidate must: **1. Not be older than 40 years or still in training at the time of application.6. ECCO Fellowship applicants are not limited to the ECCO Member Countries and can apply from non-European countries but the benefit to ECCO has to be clearly stated.7. Fellowships aim to enhance the opportunity for IBD trainees to work in European centres. The principal purpose is to enhance the fabric and scientific contribution of ECCO. Exceptional circumstances such as an ECCO Member from an ECCO Member state travelling to a non--member state will be considered but such an application is likely to receive a lower priority than an ECCO Member from a non-European country visiting Europe.,A total amount of 60.000 Euro will be awarded for one ECCO Fellowship Salary of the fellow:  The Fellowship award has to be used to cover the applicant’s salary. If the award is not entirely used for the applicant’s salary the remaining funds have to be used for other expenses of the Fellowship project (e.g. lab material). If after the award of an ECCO Fellowship a separate application for funding the project is successful then the host is required to inform SciCom. This is to allow appropriate discussion of a separate funding body providing the salary of the individual and recognition of ECCO support.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,The European Crohn’s and Colitis Organisation (ECCO) offers Research Fellowships to encourage and help young individuals in their career and promote innovative scientific research in the area of Inflammatory Bowel Diseases in Europe.Applicants should be aware that these awards are offered to promote and encourage innovative research in Inflammatory Bowel Diseases by young and enthusiastic basic and/or clinical scientists. Individuals with a well-established career in the field of IBD research are not considered eligible for these fellowships.,
United World Colleges (UWC) - International Youth Scholarships,Bachelor Master,Fully Funded,NaN undefined NaN,Scholarships are based on financial need and they ensure our schools and colleges have students from a broad socio-economic background. Younger students can apply to UWC schools for bursaries.,What do scholarships cover? It depends on the individual offer but usually a scholarship covers room and tuition fees. They may also include Project Week activities travel and pocket money.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,Our student intake is deliberately diverse. Our bursaries scholarships and fee structure aims to ensure a broad socio economic mix within the student body that adds value to the student experience and the organisation.UWC has a comprehensive scholarship programme and over 70% of national committee selected students accept either a full or partial scholarship towards their UWC experience. There is also some bursary support available to younger students applying to UWC schools.,
Hayek Fund for Scholars - Institute for Humane Studies at George Mason University,Phd,Partially Funded,NaN undefined NaN,PhD students or junior faculty members who have previously participated in IHS programs or events.,Career development grants up to $750 for students and untenured scholars; can cover travel application fees conference fees and other career-related expenses.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,The Hayek fund awards grants to aspiring academics pursuing liberty-advancing careers and educational initiatives that go beyond standard curricula.Eligible career-advancing activities include but are not limited to:Presentations at academic or professional conferences. Travel to academic job interviews on a campus or at professional/academic conferences. Travel to archives or libraries for research. Participation in career-development or enhancing seminars. Distribution of a published article to colleagues in your field. Submission of unpublished manuscripts to journals or book publishers.,https://www.theihs.org/hayek-fund
The Humane Studies Fellowship - Institute for Humane Studies at George Mason University,Phd,Fully Funded,NaN undefined NaN,HSF is open to full-time and prospective graduate students including law students. Exceptional candidates with an evident intention of advancing liberty through other intellectual activities such as teaching policy analysis and law will also be considered.Is it right for me?The fellowship is open to current or prospective full-time graduate students (including law students) from accredited universities anywhere in the world whose research interests are related to ideas of a free society.What sort of individuals are you looking for?Students who are dedicated to advancing the ideas of liberty through research and teaching.All applicants will be considered without regard to race gender religion national or ethnic origin citizenship or disability. Although IHS considers applications from outside the United States Canada and the United Kingdom fellowships are generally awarded to applicants who live or study in those countries.,The Humane Studies Fellowship is an award up to $15000. Fellowships are awarded for one year and award winners may reapply for each year of their full-time studies. Fellowships take into account the tuition at the recipient’s institution and any other funds received by the recipient. Full scholarships will not be awarded to students who will receive full-tuition scholarships or stipends from other sources although partial awards will be considered. Award decisions by IHS and its trustees are final and not subject to appeal. ADDITIONAL BENEFITS As a Humane Studies Fellow you’ll be eligible for invitation-only events that will provide opportunities to discuss new research and other advanced topics with leading scholars in the humanities and social sciences. Recent programs have explored issues like: Freedom and Coercion Progress Tradition and Responsibility Constitutionalism and Safeguards of Individual Liberty The Legitimate Role of Government,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,The Humane Studies Fellowship is a non-residency fellowship program that awards up to $15000 per year. Moreover it provides individual advising and an extensive support network to help ensure academic success before and after you receive your degree.But the program provides more than just monetary awards. The fellowships connect winners to a support network to guide them through a successful career in academia. Fellowship winners become preferred candidates for IHS invitation-only programs such as our Career Development Seminars which help students think strategically about how to succeed in academia our Colloquia that discuss and refine the fellows’ research and our Summer Graduate Research Fellowship which is a non-residential research and writing program that provides participants with the opportunity to complete a publishable scholarly article.,https://www.theihs.org/humane-studies-fellowships
International Pharmaceutical Students’ Federation (IPSF) - Student Exchange Programme (SEP),Not Funded,NaN undefined NaN,,Participants must be:Pharmacy students through an IPSF member association.IPSF Individual Members only if they are unable to join an IPSF member association. Check your national IPSF member association here.In both categories only a limited number of students can apply because there are only a limited number of host sites each year.,If you are member of an IPSF member association contact you SEO for further instructions. The application procedure may involve pre-selection procedures. The SEP Application fee is a minimum of 42 EUR however the home association may ask for a larger amount (which must be approved   by the Chairperson of Student Exchange and the SEC) to cover the costs association with organization of these exchanges. Student Exchange Grant The objective of the Student Exchange Grant is to allow pharmacy students with limited financial resources the opportunity to participate in the IPSF Student Exchange Programme. This is achieved by providing them with a travel subsidy to help cover costs incurred through the purchase of travel tickets to their host country of preference while exempting them from payment of the student exchange application fee. Both students applying through an IPSF member association and IPSF Individual Members can apply for the Grant.  All students may apply after their AF (application form) is approved in the database where you may download SEP grant application with detailed guidelines.,Submissions must be emailed to info@petloverguy.com. Subject line: “Entry for PetLoverGuy Scholarship”.Submissions must be uploaded in either a Microsoft Word or PDF format.Non-English submissions will automatically be rejected.Mention the following details in your mail:Full NamePhone NumberDate of BirthCollege/UniversityAddress of College/University,Student Exchange Programme (SEP) is one of the main activities in IPSF. It is a mobility programme that gives students from all over the world the opportunity to get to know pharmacy in a different country. The member associations of IPSF organise the exchanges by finding host sites where the students are trained.The programme runs throughout the year but the majority of the exchanges take place between May and September. The length is usually 1 to 3 months and possible host sites include community pharmacies hospital pharmacies wholesale companies pharmaceutical industry schools of pharmacy government or private health agencies The host may also provide room board and/or pocket money in addition to the training site in order to help the student.,
