Rank,University,Location,Description,Link
1363,Kansas Wesleyan University,Salina,Founded in 1886 Kansas Wesleyan University is a non-profit private higher education institution located in the rural setting of the medium-sized town of Salina (population range of 10000-49999 inhabitants) Kansas.  Officially accredited and/or recognized by the Higher Learning Commission Kansas Wesleyan University (KWU) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution formally affiliated with the Christian-Methodist religion. Kansas Wesleyan University (KWU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 133 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.,/reviews/5573.htm
1364,University of Northwestern Ohio,Lima,Founded in 1920 University of Northwestern Ohio is a non-profit private higher education institution located in the medium-sized town of Lima (population range of 10000-49999 inhabitants) Ohio.  Officially accredited and/or recognized by the Higher Learning Commission University of Northwestern Ohio  is a small (uniRank enrollment range: 5000-5999 students) coeducational higher education institution. University of Northwestern Ohio offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This higher education institution does not have a selective admission policy. International students are welcome to apply for enrollment.,/reviews/16929.htm
1365,Madonna University,Livonia ...,Founded in 1937 Madonna University is a non-profit private higher education institution located in the urban setting of the large town of Livonia (population range of 50000-249999 inhabitants) Michigan. This institution has also branch campuses in the following location(s): Orchard Lake. Officially accredited and/or recognized by the Higher Learning Commission Madonna University (MU) is a small (uniRank enrollment range: 5000-5999 students) coeducational higher education institution formally affiliated with the Christian-Catholic religion. Madonna University (MU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 83 years old higher-education institution has a selective admission policy based on entrance examinations.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.,/reviews/5807.htm
1366,Chamberlain University,Addison ...,Established in 1889 Chamberlain University is a for-profit private higher education institution located in the suburban setting of the medium-sized town of Addison (population range of 10000-49999 inhabitants) Illinois. This institution has also branch campuses in the following location(s): Phoenix Sacramento Jacksonville Miramar Atlanta St. Louis Chicago Tinley Park Indianapolis Troy Charlotte Las Vegas North Brunswick Cleveland Columbus Houston Irving Pearland Arlington. Officially accredited and/or recognized by the Higher Learning Commission Chamberlain University  is a small (uniRank enrollment range: 4000-4999 students) coeducational higher education institution formally affiliated with the Christian-Protestant religion. Chamberlain University offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 131 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.,/reviews/5900.htm
1367,Waynesburg University,Waynesburg,Founded in 1849 Waynesburg University is a non-profit private higher education institution located in the rural setting of the small town of Waynesburg (population range of 2500-9999 inhabitants) Pennsylvania.  Officially accredited and/or recognized by the Middle States Commission on Higher Education Waynesburg University  is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution formally affiliated with the Christian-Presbyterian religion. Waynesburg University offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 171 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.,/reviews/6517.htm
1368,Milligan College,Elizabethton ...,Founded in 1866 Milligan College is a non-profit private higher education institution located in the suburban setting of the medium-sized town of Elizabethton (population range of 10000-49999 inhabitants) Tennessee. This institution has also branch campuses in the following location(s): Johnson City. Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Milligan College  is a very small (uniRank enrollment range: 1000-1999 students) coeducational higher education institution formally affiliated with the Christian-Restorationist religion. Milligan College offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 154 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.,/reviews/6617.htm
1369,Trinity Christian College,Palos Heights,Established in 1959 Trinity Christian College is a non-profit private higher education institution located in the suburban setting of the medium-sized town of Palos Heights (population range of 10000-49999 inhabitants) Illinois.  Officially accredited and/or recognized by the Higher Learning Commission Trinity Christian College  is a very small (uniRank enrollment range: 1000-1999 students) coeducational higher education institution formally affiliated with the Christian-Interdenominational religion. Trinity Christian College offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 61 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.,/reviews/5466.htm
1370,Holy Names University,Oakland,Established in 1868 Holy Names University is a non-profit private higher education institution located in the urban setting of the small city of Oakland (population range of 250000-499999 inhabitants) California.  Officially accredited and/or recognized by the WASC Senior College and University Commission Holy Names University (HNU) is a very small (uniRank enrollment range: 1000-1999 students) coeducational higher education institution formally affiliated with the Christian-Catholic religion. Holy Names University (HNU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 152 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.,/reviews/5072.htm
1371,Limestone College,Gaffney,Established in 1845 Limestone College is a non-profit private higher education institution located in the suburban setting of the medium-sized town of Gaffney (population range of 10000-49999 inhabitants) South Carolina.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Limestone College  is a small (uniRank enrollment range: 3000-3999 students) coeducational higher education institution. Limestone College offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 175 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.,/reviews/6552.htm
1372,Methodist University,Fayetteville,Founded in 1956 Methodist University is a non-profit private higher education institution located in the urban setting of the large town of Fayetteville (population range of 50000-249999 inhabitants) North Carolina.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Methodist University (Methodist) is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution formally affiliated with the Christian-Methodist religion. Methodist University (Methodist) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 64 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.,/reviews/6229.htm
1373,Waldorf University,Forest City,Founded in 1903 Waldorf University is a for-profit private higher education institution located in the rural setting of the small town of Forest City (population range of 2500-9999 inhabitants) Iowa.  Officially accredited and/or recognized by the Higher Learning Commission Waldorf University (WU) is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution. Waldorf University (WU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 117 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades. International students are welcome to apply for enrollment.,/reviews/16947.htm
1374,Tabor College,Hillsboro,Founded in 1908 Tabor College is a non-profit private higher education institution located in the rural setting of the small town of Hillsboro (population range of 2500-9999 inhabitants) Kansas.  Officially accredited and/or recognized by the Higher Learning Commission Tabor College (TC) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution formally affiliated with the Christian-Mennonite religion. Tabor College (TC) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 112 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.,/reviews/5583.htm
1375,Oklahoma Wesleyan University,Bartlesville,Founded in 1910 Oklahoma Wesleyan University is a non-profit private higher education institution located in the rural setting of the medium-sized town of Bartlesville (population range of 10000-49999 inhabitants) Oklahoma.  Officially accredited and/or recognized by the Higher Learning Commission Oklahoma Wesleyan University (OWU) is a very small (uniRank enrollment range: 1000-1999 students) coeducational higher education institution formally affiliated with the Christian-Methodist religion. Oklahoma Wesleyan University (OWU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 110 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.,/reviews/6355.htm
1376,North Greenville University,Tigerville,Established in 1892 North Greenville University is a non-profit private higher education institution located in the rural setting of the village of Tigerville (population range of under 2500 inhabitants) South Carolina.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges North Greenville University (NGU) is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution formally affiliated with the Christian-Baptist religion. North Greenville University (NGU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 128 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.,/reviews/6556.htm
1377,Cleveland Institute of Music,Cleveland,Founded in 1920 Cleveland Institute of Music is a non-profit private higher education institution located in the urban setting of the small city of Cleveland (population range of 250000-499999 inhabitants) Ohio.  Officially accredited and/or recognized by the Higher Learning Commission Cleveland Institute of Music (CIM) is a very small (uniRank enrollment range: 250-499 students) coeducational higher education institution. Cleveland Institute of Music (CIM) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees master degrees doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 100 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.,/reviews/6285.htm
1378,Robert Morris University Illinois,Chicago,Established in 1913 Robert Morris University Illinois is a non-profit private higher education institution located in the urban setting of the large city of Chicago (population range of 1000000-5000000 inhabitants) Illinois.  Officially accredited and/or recognized by the Higher Learning Commission Robert Morris University Illinois (RMU) is a small (uniRank enrollment range: 3000-3999 students) coeducational higher education institution. Robert Morris University Illinois (RMU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 107 years old higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 30-40% making this US higher education organization a very selective institution. International applicants are eligible to apply for enrollment.,/reviews/5448.htm
1379,Marygrove College,Detroit,Established in 1910 Marygrove College is a non-profit private higher education institution located in the urban setting of the medium-sized city of Detroit (population range of 500000-1000000 inhabitants) Michigan.  Officially accredited and/or recognized by the Higher Learning Commission Marygrove College  is a very small (uniRank enrollment range: 250-499 students) coeducational higher education institution formally affiliated with the Christian-Catholic religion. Marygrove College offers courses and programs leading to officially recognized higher education degrees such as master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 110 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.,/reviews/5808.htm
1380,Cogswell Polytechnical College,San Jose ...,Established in 1887 Cogswell Polytechnical College is a for-profit private higher education institution located in the urban setting of the large town of San Jose (population range of 50000-249999 inhabitants) California. This institution has also branch campuses in the following location(s): San Jose. Officially accredited and/or recognized by the WASC Senior College and University Commission Cogswell Polytechnical College (CPC) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution. Cogswell Polytechnical College (CPC) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 133 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.,/reviews/5052.htm
1381,United States Sports Academy,Daphne,Founded in 1972 United States Sports Academy is a non-profit private higher education institution located in the urban setting of the medium-sized town of Daphne (population range of 10000-49999 inhabitants) Alabama.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges United States Sports Academy (USSA) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution. United States Sports Academy (USSA) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 48 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution.,/reviews/4947.htm
1382,Tusculum College,Greeneville,Founded in 1794 Tusculum College is a non-profit private higher education institution located in the rural setting of the medium-sized town of Greeneville (population range of 10000-49999 inhabitants) Tennessee.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Tusculum College  is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution formally affiliated with the Christian-Presbyterian religion. Tusculum College offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 226 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.,/reviews/6627.htm
1383,Five Towns College,Dix Hills,Founded in 1972 Five Towns College is a for-profit private higher education institution located in the suburban setting of the medium-sized town of Dix Hills (population range of 10000-49999 inhabitants) New York.  Officially accredited and/or recognized by the Middle States Commission on Higher Education Five Towns College (FTC) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution. Five Towns College (FTC) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 48 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.,/reviews/7689.htm
1384,University of Arkansas - Fort Smith,Fort Smith,Founded in 1928 University of Arkansas - Fort Smith is a non-profit public higher education institution located in the urban setting of the large town of Fort Smith (population range of 50000-249999 inhabitants) Arkansas.  Officially accredited and/or recognized by the Higher Learning Commission University of Arkansas - Fort Smith (UAFS) is a medium-sized (uniRank enrollment range: 6000-6999 students) coeducational higher education institution. University of Arkansas - Fort Smith (UAFS) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 92 years old higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.,/reviews/7267.htm
1385,Texas A&M University-Texarkana,Texarkana,Founded in 1971 Texas A&M University-Texarkana is a non-profit public higher education institution located in the suburban setting of the medium-sized town of Texarkana (population range of 10000-49999 inhabitants) Texas.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Texas A&M University-Texarkana (A&M-Texarkana) is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution. Texas A&M University-Texarkana (A&M-Texarkana) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 49 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.,/reviews/6689.htm
1386,Averett University,Danville ...,Founded in 1859 Averett University is a non-profit private higher education institution located in the urban setting of the large town of Danville (population range of 50000-249999 inhabitants) Virginia. This institution has also branch campuses in the following location(s): Chesapeake. Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Averett University (AU) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution formally affiliated with the Christian-Baptist religion. Averett University (AU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 161 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.,/reviews/6765.htm
1387,The University of Virginia's College at Wise,Wise,Founded in 1954 The University of Virginia's College at Wise is a non-profit public higher education institution located in the rural setting of the small town of Wise (population range of 2500-9999 inhabitants) Virginia.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges The University of Virginia's College at Wise (UVa-Wise) is a small (uniRank enrollment range: 3000-3999 students) coeducational higher education institution. The University of Virginia's College at Wise (UVa-Wise) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 66 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution.,/reviews/6803.htm
1388,Pacifica Graduate Institute,Carpinteria ...,Established in 1974 Pacifica Graduate Institute is a for-profit private higher education institution located in the suburban setting of the medium-sized town of Carpinteria (population range of 10000-49999 inhabitants) California. This institution has also branch campuses in the following location(s): Santa Barbara. Officially accredited and/or recognized by the WASC Senior College and University Commission Pacifica Graduate Institute (PGI) is a very small (uniRank enrollment range: 1000-1999 students) coeducational higher education institution. Pacifica Graduate Institute (PGI) offers courses and programs leading to officially recognized higher education degrees such as master degrees doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. International applicants are eligible to apply for enrollment.,/reviews/5104.htm
1389,Valley City State University,Valley City,Founded in 1890 Valley City State University is a non-profit public higher education institution located in the rural setting of the small town of Valley City (population range of 2500-9999 inhabitants) North Dakota.  Officially accredited and/or recognized by the Higher Learning Commission Valley City State University (VCSU) is a very small (uniRank enrollment range: 1000-1999 students) coeducational higher education institution. Valley City State University (VCSU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 130 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.,/reviews/6267.htm
1390,Dakota Wesleyan University,Mitchell,Established in 1885 Dakota Wesleyan University is a non-profit private higher education institution located in the rural setting of the medium-sized town of Mitchell (population range of 10000-49999 inhabitants) South Dakota.  Officially accredited and/or recognized by the Higher Learning Commission Dakota Wesleyan University (DWU) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution formally affiliated with the Christian-Methodist religion. Dakota Wesleyan University (DWU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 135 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.,/reviews/6576.htm
1391,Reinhardt University,Waleska,Founded in 1883 Reinhardt University is a non-profit private higher education institution located in the rural setting of the village of Waleska (population range of under 2500 inhabitants) Georgia.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Reinhardt University  is a very small (uniRank enrollment range: 1000-1999 students) coeducational higher education institution formally affiliated with the Christian-Methodist religion. Reinhardt University offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 137 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.,/reviews/5349.htm
1392,Finlandia University,Hancock,Founded in 1896 Finlandia University is a non-profit private higher education institution located in the rural setting of the small town of Hancock (population range of 2500-9999 inhabitants) Michigan.  Officially accredited and/or recognized by the Higher Learning Commission Finlandia University  is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution formally affiliated with the Christian-Lutheran religion. Finlandia University offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 123 years old higher-education institution has a selective admission policy based on students' past academic record and grades. International students are welcome to apply for enrollment.,/reviews/16833.htm
1393,Northeast Ohio Medical University,Rootstown,Established in 1973 Northeast Ohio Medical University is a non-profit public higher education institution located in the suburban setting of the small town of Rootstown (population range of 2500-9999 inhabitants) Ohio.  Officially accredited and/or recognized by the Higher Learning Commission Northeast Ohio Medical University (NEOMED) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution. Northeast Ohio Medical University (NEOMED) offers courses and programs leading to officially recognized higher education degrees such as master degrees doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details.,/reviews/6316.htm
1394,Maine Maritime Academy,Castine,Founded in 1941 Maine Maritime Academy is a non-profit public higher education institution located in the rural setting of the village of Castine (population range of under 2500 inhabitants) Maine.  Officially accredited and/or recognized by the Commission on Institutions of Higher Education of the New England Association of Schools and Colleges Maine Maritime Academy (MMA) is a very small (uniRank enrollment range: 1000-1999 students) coeducational higher education institution. Maine Maritime Academy (MMA) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 79 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution.,/reviews/5643.htm
1395,College of Mount Saint Vincent,The Bronx,Established in 1847 College of Mount Saint Vincent is a non-profit private higher education institution located in the urban setting of the large city of The Bronx (population range of 1000000-5000000 inhabitants) New York.  Officially accredited and/or recognized by the Middle States Commission on Higher Education College of Mount Saint Vincent (CMSV) is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution formally affiliated with the Christian-Catholic religion. College of Mount Saint Vincent (CMSV) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 173 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.,/reviews/6072.htm
1396,St. Francis College,Brooklyn Heights,Founded in 1859 St. Francis College is a non-profit private higher education institution located in the urban setting of the large city of Brooklyn Heights (population range of 1000000-5000000 inhabitants) New York.  Officially accredited and/or recognized by the Middle States Commission on Higher Education St. Francis College (SFC) is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution formally affiliated with the Christian-Catholic religion. St. Francis College (SFC) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 161 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.,/reviews/6145.htm
1397,Paine College,Augusta,Founded in 1882 Paine College is a non-profit private higher education institution located in the urban setting of the large town of Augusta (population range of 50000-249999 inhabitants) Georgia.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Paine College (PC) is a very small (uniRank enrollment range: 250-499 students) coeducational higher education institution formally affiliated with the Christian-Methodist religion. Paine College (PC) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 137 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 20-30% making this US higher education organization a very selective institution. International students are welcome to apply for enrollment.,/reviews/5347.htm
1398,Hodges University,Naples,Founded in 1990 Hodges University is a non-profit private higher education institution located in the medium-sized town of Naples (population range of 10000-49999 inhabitants) Florida.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Hodges University  is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution. Hodges University offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 30 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.,/reviews/16845.htm
1399,Mount Mary University,Milwaukee,Founded in 1913 Mount Mary University is a non-profit private higher education institution located in the urban setting of the medium-sized city of Milwaukee (population range of 500000-1000000 inhabitants) Wisconsin.  Officially accredited and/or recognized by the Higher Learning Commission Mount Mary University (MMU) is a very small (uniRank enrollment range: 1000-1999 students) women only higher education institution formally affiliated with the Christian-Catholic religion. Mount Mary University (MMU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 107 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 30-40% making this US higher education organization a very selective institution. International students are welcome to apply for enrollment.,/reviews/6879.htm
1400,Mars Hill University,Mars Hill,Founded in 1856 Mars Hill University is a non-profit private higher education institution located in the suburban setting of the village of Mars Hill (population range of under 2500 inhabitants) North Carolina.  Officially accredited and/or recognized by the Southern Association of Colleges and Schools Commission on Colleges Mars Hill University (MHU) is a very small (uniRank enrollment range: 1000-1999 students) coeducational higher education institution formally affiliated with the Christian-Baptist religion. Mars Hill University (MHU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 164 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.,/reviews/6227.htm
1401,St. Thomas Aquinas College,Sparkill,Established in 1952 St. Thomas Aquinas College is a non-profit private higher education institution located in the suburban setting of the medium-sized town of Sparkill (population range of 10000-49999 inhabitants) New York.  Officially accredited and/or recognized by the Middle States Commission on Higher Education St. Thomas Aquinas College (STAC) is a small (uniRank enrollment range: 2000-2999 students) coeducational higher education institution formally affiliated with the Christian-Catholic religion. St. Thomas Aquinas College (STAC) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates diplomas associate or foundation degrees) bachelor degrees master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 68 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.,/reviews/6152.htm
